0, 14CPU burst
52, 1, load address 0X0639 into the PC
53, 40 ,call device driver
93, 40 ,call device driver
133, 40 ,call device driver
173, 40 ,call device driver
213, 40 ,call device driver
253, 40 ,call device driver
293, 25 ,call device driver
318, 1, IRET
319, 10, context restored
329, 1, switch to user mode
1, 41CPU burst
42, 1, switch to kernel mode
43, 10, context saved
53, 1, find vector 6 in memory position 0x000C
54, 1, load address 0X0639 into the PC
55, 40 ,ISR body for end_io6
95, 40 ,ISR body for end_io6
135, 40 ,ISR body for end_io6
175, 40 ,ISR body for end_io6
215, 40 ,ISR body for end_io6
255, 40 ,ISR body for end_io6
295, 25 ,ISR body for end_io6
320, 1, IRET
321, 10, context restored
331, 1, switch to user mode
1, 95CPU burst
96, 1, switch to kernel mode
97, 10, context saved
107, 1, find vector 14 in memory position 0x001C
108, 1, load address 0X0165 into the PC
109, 40 ,call device driver
149, 40 ,call device driver
189, 40 ,call device driver
229, 40 ,call device driver
269, 40 ,call device driver
309, 40 ,call device driver
349, 40 ,call device driver
389, 40 ,call device driver
429, 40 ,call device driver
469, 40 ,call device driver
509, 40 ,call device driver
549, 16 ,call device driver
565, 1, IRET
566, 10, context restored
576, 1, switch to user mode
1, 16CPU burst
17, 1, switch to kernel mode
18, 10, context saved
28, 1, find vector 14 in memory position 0x001C
29, 1, load address 0X0165 into the PC
30, 40 ,ISR body for end_io14
70, 40 ,ISR body for end_io14
110, 40 ,ISR body for end_io14
150, 40 ,ISR body for end_io14
190, 40 ,ISR body for end_io14
230, 40 ,ISR body for end_io14
270, 40 ,ISR body for end_io14
310, 40 ,ISR body for end_io14
350, 40 ,ISR body for end_io14
390, 40 ,ISR body for end_io14
430, 40 ,ISR body for end_io14
470, 16 ,ISR body for end_io14
486, 1, IRET
487, 10, context restored
497, 1, switch to user mode
1, 24CPU burst
25, 1, switch to kernel mode
26, 10, context saved
36, 1, find vector 2 in memory position 0x0004
37, 1, load address 0X0695 into the PC
38, 40 ,call device driver
78, 40 ,call device driver
118, 40 ,call device driver
158, 30 ,call device driver
188, 1, IRET
189, 10, context restored
199, 1, switch to user mode
1, 26CPU burst
27, 1, switch to kernel mode
28, 10, context saved
38, 1, find vector 2 in memory position 0x0004
39, 1, load address 0X0695 into the PC
40, 40 ,ISR body for end_io2
80, 40 ,ISR body for end_io2
120, 40 ,ISR body for end_io2
160, 30 ,ISR body for end_io2
190, 1, IRET
191, 10, context restored
201, 1, switch to user mode
1, 90CPU burst
91, 1, switch to kernel mode
92, 10, context saved
102, 1, find vector 15 in memory position 0x001E
103, 1, load address 0X0584 into the PC
104, 40 ,call device driver
144, 28 ,call device driver
172, 1, IRET
173, 10, context restored
183, 1, switch to user mode
1, 76CPU burst
77, 1, switch to kernel mode
78, 10, context saved
88, 1, find vector 15 in memory position 0x001E
89, 1, load address 0X0584 into the PC
90, 40 ,ISR body for end_io15
130, 28 ,ISR body for end_io15
158, 1, IRET
159, 10, context restored
169, 1, switch to user mode
1, 37CPU burst
38, 1, switch to kernel mode
39, 10, context saved
49, 1, find vector 14 in memory position 0x001C
50, 1, load address 0X0165 into the PC
51, 40 ,call device driver
91, 40 ,call device driver
131, 40 ,call device driver
171, 40 ,call device driver
211, 40 ,call device driver
251, 40 ,call device driver
291, 40 ,call device driver
331, 40 ,call device driver
371, 40 ,call device driver
411, 40 ,call device driver
451, 40 ,call device driver
491, 16 ,call device driver
507, 1, IRET
508, 10, context restored
518, 1, switch to user mode
1, 28CPU burst
29, 1, switch to kernel mode
30, 10, context saved
40, 1, find vector 14 in memory position 0x001C
41, 1, load address 0X0165 into the PC
42, 40 ,ISR body for end_io14
82, 40 ,ISR body for end_io14
122, 40 ,ISR body for end_io14
162, 40 ,ISR body for end_io14
202, 40 ,ISR body for end_io14
242, 40 ,ISR body for end_io14
282, 40 ,ISR body for end_io14
322, 40 ,ISR body for end_io14
362, 40 ,ISR body for end_io14
402, 40 ,ISR body for end_io14
442, 40 ,ISR body for end_io14
482, 16 ,ISR body for end_io14
498, 1, IRET
499, 10, context restored
509, 1, switch to user mode
1, 92CPU burst
93, 1, switch to kernel mode
94, 10, context saved
104, 1, find vector 19 in memory position 0x0026
105, 1, load address 0X0765 into the PC
106, 40 ,call device driver
146, 40 ,call device driver
186, 40 ,call device driver
226, 40 ,call device driver
266, 40 ,call device driver
306, 40 ,call device driver
346, 40 ,call device driver
386, 40 ,call device driver
426, 40 ,call device driver
466, 40 ,call device driver
506, 40 ,call device driver
546, 40 ,call device driver
586, 40 ,call device driver
626, 40 ,call device driver
666, 40 ,call device driver
706, 40 ,call device driver
746, 12 ,call device driver
758, 1, IRET
759, 10, context restored
769, 1, switch to user mode
1, 24CPU burst
25, 1, switch to kernel mode
26, 10, context saved
36, 1, find vector 19 in memory position 0x0026
37, 1, load address 0X0765 into the PC
38, 40 ,ISR body for end_io19
78, 40 ,ISR body for end_io19
118, 40 ,ISR body for end_io19
158, 40 ,ISR body for end_io19
198, 40 ,ISR body for end_io19
238, 40 ,ISR body for end_io19
278, 40 ,ISR body for end_io19
318, 40 ,ISR body for end_io19
358, 40 ,ISR body for end_io19
398, 40 ,ISR body for end_io19
438, 40 ,ISR body for end_io19
478, 40 ,ISR body for end_io19
518, 40 ,ISR body for end_io19
558, 40 ,ISR body for end_io19
598, 40 ,ISR body for end_io19
638, 40 ,ISR body for end_io19
678, 12 ,ISR body for end_io19
690, 1, IRET
691, 10, context restored
701, 1, switch to user mode
1, 74CPU burst
75, 1, switch to kernel mode
76, 10, context saved
86, 1, find vector 16 in memory position 0x0020
87, 1, load address 0X02DF into the PC
88, 40 ,call device driver
128, 40 ,call device driver
168, 40 ,call device driver
208, 40 ,call device driver
248, 40 ,call device driver
288, 40 ,call device driver
328, 40 ,call device driver
368, 40 ,call device driver
408, 40 ,call device driver
448, 40 ,call device driver
488, 40 ,call device driver
528, 40 ,call device driver
568, 40 ,call device driver
608, 40 ,call device driver
648, 40 ,call device driver
688, 40 ,call device driver
728, 40 ,call device driver
768, 40 ,call device driver
808, 40 ,call device driver
848, 40 ,call device driver
888, 40 ,call device driver
928, 40 ,call device driver
968, 40 ,call device driver
1008, 36 ,call device driver
1044, 1, IRET
1045, 10, context restored
1055, 1, switch to user mode
1, 11CPU burst
12, 1, switch to kernel mode
13, 10, context saved
23, 1, find vector 16 in memory position 0x0020
24, 1, load address 0X02DF into the PC
25, 40 ,ISR body for end_io16
65, 40 ,ISR body for end_io16
105, 40 ,ISR body for end_io16
145, 40 ,ISR body for end_io16
185, 40 ,ISR body for end_io16
225, 40 ,ISR body for end_io16
265, 40 ,ISR body for end_io16
305, 40 ,ISR body for end_io16
345, 40 ,ISR body for end_io16
385, 40 ,ISR body for end_io16
425, 40 ,ISR body for end_io16
465, 40 ,ISR body for end_io16
505, 40 ,ISR body for end_io16
545, 40 ,ISR body for end_io16
585, 40 ,ISR body for end_io16
625, 40 ,ISR body for end_io16
665, 40 ,ISR body for end_io16
705, 40 ,ISR body for end_io16
745, 40 ,ISR body for end_io16
785, 40 ,ISR body for end_io16
825, 40 ,ISR body for end_io16
865, 40 ,ISR body for end_io16
905, 40 ,ISR body for end_io16
945, 36 ,ISR body for end_io16
981, 1, IRET
982, 10, context restored
992, 1, switch to user mode
1, 26CPU burst
27, 1, switch to kernel mode
28, 10, context saved
38, 1, find vector 1 in memory position 0x0002
39, 1, load address 0X029C into the PC
40, 40 ,call device driver
80, 40 ,call device driver
120, 20 ,call device driver
140, 1, IRET
141, 10, context restored
151, 1, switch to user mode
1, 55CPU burst
56, 1, switch to kernel mode
57, 10, context saved
67, 1, find vector 1 in memory position 0x0002
68, 1, load address 0X029C into the PC
69, 40 ,ISR body for end_io1
109, 40 ,ISR body for end_io1
149, 20 ,ISR body for end_io1
169, 1, IRET
170, 10, context restored
180, 1, switch to user mode
1, 43CPU burst
44, 1, switch to kernel mode
45, 10, context saved
55, 1, find vector 19 in memory position 0x0026
56, 1, load address 0X0765 into the PC
57, 40 ,call device driver
97, 40 ,call device driver
137, 40 ,call device driver
177, 40 ,call device driver
217, 40 ,call device driver
257, 40 ,call device driver
297, 40 ,call device driver
337, 40 ,call device driver
377, 40 ,call device driver
417, 40 ,call device driver
457, 40 ,call device driver
497, 40 ,call device driver
537, 40 ,call device driver
577, 40 ,call device driver
617, 40 ,call device driver
657, 40 ,call device driver
697, 12 ,call device driver
709, 1, IRET
710, 10, context restored
720, 1, switch to user mode
1, 80CPU burst
81, 1, switch to kernel mode
82, 10, context saved
92, 1, find vector 19 in memory position 0x0026
93, 1, load address 0X0765 into the PC
94, 40 ,ISR body for end_io19
134, 40 ,ISR body for end_io19
174, 40 ,ISR body for end_io19
214, 40 ,ISR body for end_io19
254, 40 ,ISR body for end_io19
294, 40 ,ISR body for end_io19
334, 40 ,ISR body for end_io19
374, 40 ,ISR body for end_io19
414, 40 ,ISR body for end_io19
454, 40 ,ISR body for end_io19
494, 40 ,ISR body for end_io19
534, 40 ,ISR body for end_io19
574, 40 ,ISR body for end_io19
614, 40 ,ISR body for end_io19
654, 40 ,ISR body for end_io19
694, 40 ,ISR body for end_io19
734, 12 ,ISR body for end_io19
746, 1, IRET
747, 10, context restored
757, 1, switch to user mode
1, 95CPU burst
96, 1, switch to kernel mode
97, 10, context saved
107, 1, find vector 1 in memory position 0x0002
108, 1, load address 0X029C into the PC
109, 40 ,call device driver
149, 40 ,call device driver
189, 20 ,call device driver
209, 1, IRET
210, 10, context restored
220, 1, switch to user mode
1, 98CPU burst
99, 1, switch to kernel mode
100, 10, context saved
110, 1, find vector 1 in memory position 0x0002
111, 1, load address 0X029C into the PC
112, 40 ,ISR body for end_io1
152, 40 ,ISR body for end_io1
192, 20 ,ISR body for end_io1
212, 1, IRET
213, 10, context restored
223, 1, switch to user mode
1, 47CPU burst
48, 1, switch to kernel mode
49, 10, context saved
59, 1, find vector 8 in memory position 0x0010
60, 1, load address 0X06EF into the PC
61, 40 ,call device driver
101, 40 ,call device driver
141, 40 ,call device driver
181, 40 ,call device driver
221, 40 ,call device driver
261, 40 ,call device driver
301, 40 ,call device driver
341, 40 ,call device driver
381, 40 ,call device driver
421, 40 ,call device driver
461, 40 ,call device driver
501, 40 ,call device driver
541, 40 ,call device driver
581, 40 ,call device driver
621, 40 ,call device driver
661, 40 ,call device driver
701, 40 ,call device driver
741, 40 ,call device driver
781, 40 ,call device driver
821, 40 ,call device driver
861, 40 ,call device driver
901, 40 ,call device driver
941, 40 ,call device driver
981, 40 ,call device driver
1021, 40 ,call device driver
1061, 1, IRET
1062, 10, context restored
1072, 1, switch to user mode
1, 20CPU burst
21, 1, switch to kernel mode
22, 10, context saved
32, 1, find vector 8 in memory position 0x0010
33, 1, load address 0X06EF into the PC
34, 40 ,ISR body for end_io8
74, 40 ,ISR body for end_io8
114, 40 ,ISR body for end_io8
154, 40 ,ISR body for end_io8
194, 40 ,ISR body for end_io8
234, 40 ,ISR body for end_io8
274, 40 ,ISR body for end_io8
314, 40 ,ISR body for end_io8
354, 40 ,ISR body for end_io8
394, 40 ,ISR body for end_io8
434, 40 ,ISR body for end_io8
474, 40 ,ISR body for end_io8
514, 40 ,ISR body for end_io8
554, 40 ,ISR body for end_io8
594, 40 ,ISR body for end_io8
634, 40 ,ISR body for end_io8
674, 40 ,ISR body for end_io8
714, 40 ,ISR body for end_io8
754, 40 ,ISR body for end_io8
794, 40 ,ISR body for end_io8
834, 40 ,ISR body for end_io8
874, 40 ,ISR body for end_io8
914, 40 ,ISR body for end_io8
954, 40 ,ISR body for end_io8
994, 40 ,ISR body for end_io8
1034, 1, IRET
1035, 10, context restored
1045, 1, switch to user mode
1, 29CPU burst
30, 1, switch to kernel mode
31, 10, context saved
41, 1, find vector 20 in memory position 0x0028
42, 1, load address 0X07B7 into the PC
43, 99CPU burst
142, 1, switch to kernel mode
143, 10, context saved
153, 1, find vector 20 in memory position 0x0028
154, 1, load address 0X07B7 into the PC
155, 38CPU burst
193, 1, switch to kernel mode
194, 10, context saved
204, 1, find vector 19 in memory position 0x0026
205, 1, load address 0X0765 into the PC
206, 40 ,call device driver
246, 40 ,call device driver
286, 40 ,call device driver
326, 40 ,call device driver
366, 40 ,call device driver
406, 40 ,call device driver
446, 40 ,call device driver
486, 40 ,call device driver
526, 40 ,call device driver
566, 40 ,call device driver
606, 40 ,call device driver
646, 40 ,call device driver
686, 40 ,call device driver
726, 40 ,call device driver
766, 40 ,call device driver
806, 40 ,call device driver
846, 12 ,call device driver
858, 1, IRET
859, 10, context restored
869, 1, switch to user mode
1, 75CPU burst
76, 1, switch to kernel mode
77, 10, context saved
87, 1, find vector 19 in memory position 0x0026
88, 1, load address 0X0765 into the PC
89, 40 ,ISR body for end_io19
129, 40 ,ISR body for end_io19
169, 40 ,ISR body for end_io19
209, 40 ,ISR body for end_io19
249, 40 ,ISR body for end_io19
289, 40 ,ISR body for end_io19
329, 40 ,ISR body for end_io19
369, 40 ,ISR body for end_io19
409, 40 ,ISR body for end_io19
449, 40 ,ISR body for end_io19
489, 40 ,ISR body for end_io19
529, 40 ,ISR body for end_io19
569, 40 ,ISR body for end_io19
609, 40 ,ISR body for end_io19
649, 40 ,ISR body for end_io19
689, 40 ,ISR body for end_io19
729, 12 ,ISR body for end_io19
741, 1, IRET
742, 10, context restored
752, 1, switch to user mode
1, 16CPU burst
17, 1, switch to kernel mode
18, 10, context saved
